customer-id,first-name,last-name,country,state,city,score
C0947,Michael,Walker,Tunisia,Tunis,Manouba,14
C0948,Karim,Moore,UAE,Dubai,Sharjah,72
C0949,Ines,Romano,Spain,Madrid,Getafe,37
C0950,Lucas,Brown,Tunisia,Tunis,Manouba,88
C0951,Lina,Ben Ali,Italy,Lazio,Latina,33
C0952,David,Walker,Canada,Ontario,Ottawa,82
C0953,Sofia,Clark,Italy,Lazio,Latina,25
C0954,David,Khalil,Germany,Bavaria,Augsburg,10
C0955,Sami,Moore,USA,California,Los Angeles,49
C0956,Anna,Bernard,Tunisia,Tunis,Bizerte,34
C0957,Ali,Martinez,USA,California,San Jose,1
C0958,Laura,Thomas,Italy,Lazio,Rome,6
C0959,James,Wilson,USA,California,Los Angeles,100
C0960,Olivia,Rossi,UAE,Dubai,Sharjah,71
C0961,Youssef,Lewis,Italy,Lazio,Latina,41
C0962,Karim,Khalil,Turkey,Istanbul,Izmit,9
C0963,Ali,Williams,Turkey,Istanbul,Izmit,69
C0964,Amira,Johnson,Spain,Madrid,Madrid,28
C0965,Sophia,Johnson,Italy,Lazio,Frosinone,28
C0966,Alex,Garcia,UAE,Dubai,Sharjah,2
C0967,Michael,Miller,France,Île-de-France,Versailles,83
C0968,Ines,Trabelsi,UAE,Dubai,Sharjah,42
C0969,Meriem,Brown,Spain,Madrid,Alcala de Henares,70
C0970,Sara,Romano,Germany,Bavaria,Nuremberg,66
C0971,David,Rossi,Turkey,Istanbul,Istanbul,38
C0972,James,Romano,Canada,Ontario,Toronto,13
C0973,Ahmed,Taylor,USA,California,Los Angeles,27
C0974,Anna,Walker,Canada,Ontario,Toronto,27
C0975,Anna,Taylor,Turkey,Istanbul,Istanbul,96
C0976,Sara,Miller,USA,California,San Jose,5
C0977,Youssef,Trabelsi,France,Île-de-France,Versailles,33
C0978,Youssef,Martinez,Turkey,Istanbul,Istanbul,34
C0979,Lucas,Miller,Spain,Madrid,Getafe,52
C0980,James,Ben Ali,Spain,Madrid,Alcala de Henares,87
C0981,Ahmed,Taylor,France,Île-de-France,Paris,97
C0982,Mohamed,Thomas,UAE,Dubai,Dubai,46
C0983,Omar,Dubois,Turkey,Istanbul,Izmit,39
C0984,Amira,Dubois,UAE,Dubai,Abu Dhabi,49
C0985,Sara,Rossi,Spain,Madrid,Madrid,69
C0986,Adam,Moore,Canada,Ontario,Hamilton,70
C0987,Nour,Dubois,Germany,Bavaria,Augsburg,94
C0988,Ahmed,Garcia,Italy,Lazio,Latina,19
C0989,Mohamed,Ben Ali,France,Île-de-France,Saint-Denis,69
C0990,Amira,Dubois,Turkey,Istanbul,Istanbul,96
C0991,Rania,Williams,Italy,Lazio,Latina,66
C0992,Ali,Khalil,USA,California,San Diego,79
C0993,Sofia,Haddad,Germany,Bavaria,Munich,86
C0994,Lina,Hassan,UAE,Dubai,Sharjah,60
C0995,Youssef,Dubois,Turkey,Istanbul,Izmit,9
C0996,Omar,Jaziri,Germany,Bavaria,Augsburg,75
C0997,Sophia,Johnson,UK,England,Manchester,86
C0998,Omar,Dubois,Canada,Ontario,Toronto,25
C0999,Nina,Miller,Italy,Lazio,Frosinone,79
C1000,Nour,Martinez,Germany,Bavaria,Augsburg,47
